Id,Label,In-Degree,Out-Degree,Degree,Modularity Class,PageRank,Component ID,Eccentricity,Closeness Centrality,Betweenness Centrality
http://ml.typepad.com,Machine Learning Thoughts,1,0,1,15,0.0019522601221968231,0,0.0,0.0,0.0
http://www.statista.com,http://www.statista.com,1,0,1,26,0.0017127663164699975,0,0.0,0.0,0.0
http://regularize.wordpress.com,regularize,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://www.infogra.ph,Infogra.ph,1,0,1,10,0.0016241692815705314,0,0.0,0.0,0.0
http://statosphere.misentropy.com,http://statosphere.misentropy.com,1,0,1,26,0.0017127663164699975,0,0.0,0.0,0.0
http://www.briancragin.com,Cragin Design,1,0,1,10,0.0016241692815705314,0,0.0,0.0,0.0
http://www.cscs.umich.edu/~crshalizi/weblog,http://www.cscs.umich.edu/~crshalizi/weblog,5,0,5,9,0.003176027299817557,0,0.0,0.0,0.0
http://ripetungi.com,http://ripetungi.com,1,0,1,10,0.0016241692815705314,0,0.0,0.0,0.0
http://seriousstats.wordpress.com,Serious Stats,2,3,5,9,0.003885552656947392,0,7.0,4.916666666666667,0.5
http://genesearch.wordpress.com,http://genesearch.wordpress.com,1,0,1,18,0.0016644713620871804,0,0.0,0.0,0.0
http://www.usefulcharts.com,http://www.usefulcharts.com,1,0,1,10,0.0016241692815705314,0,0.0,0.0,0.0
http://shom83.blogspot.com,Doyung,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://terahertztechnology.blogspot.com,Terahertz Technology,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://pixel-shaker.fr,Pixel shaker,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://digitheadslabnotebook.blogspot.com,Digithead's Lab Notebook,1,0,1,18,0.0016644713620871804,0,0.0,0.0,0.0
http://www.aliquote.org,http://www.aliquote.org,1,0,1,22,0.0017078367082485604,0,0.0,0.0,0.0
http://www.infographiclove.com,Infographic Love,1,0,1,10,0.0016241692815705314,0,0.0,0.0,0.0
http://dataremixed.com,DataRemixed,1,0,1,6,0.0017679924091478266,0,0.0,0.0,0.0
http://jermdemo.blogspot.com,Jermdemo Raised to the Law,1,0,1,18,0.0016742661226516434,0,0.0,0.0,0.0
http://infographicjournal.com,Infographic Journal,1,0,1,10,0.0016241692815705314,0,0.0,0.0,0.0
http://dustingmixon.wordpress.com,"Short, Fat Matrices",1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://sharpstatistics.co.uk,Sharp Statistics,0,0,0,3,0.0016015298538583234,4,0.0,0.0,0.0
http://www.folioart.co.uk,http://www.folioart.co.uk,1,0,1,10,0.0016241692815705314,0,0.0,0.0,0.0
http://mfadiagrams.blogspot.com,MFA Diagrams,1,0,1,6,0.0017198281104763456,0,0.0,0.0,0.0
http://www.infojocks.com,http://www.infojocks.com,1,0,1,10,0.0016241692815705314,0,0.0,0.0,0.0
http://underpoint05.wordpress.com,But it's under .05!,1,0,1,26,0.0017012303427699094,0,0.0,0.0,0.0
http://www.arsmathematica.net,Ars Mathematica,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://designnotes.info,DesignNotes by Michael Surtees | DesignNotes by Michael Surtees,1,0,1,6,0.0016700608518722898,0,0.0,0.0,0.0
http://davidmlane.com/hyperstat/index.html,http://davidmlane.com/hyperstat/index.html,1,0,1,14,0.0017527882370504282,0,0.0,0.0,0.0
http://www.niceone.org,http://www.niceone.org,1,0,1,6,0.0017198281104763456,0,0.0,0.0,0.0
http://ergodicity.net,An Ergodic Walk,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://espacevide.net/articles,Articles,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://blogstats.wordpress.com,Blog about Stats,2,0,2,7,0.0017919853726851723,0,0.0,0.0,0.0
http://www.datapointed.net,Data Pointed,1,0,1,10,0.0016241692815705314,0,0.0,0.0,0.0
http://www.corrada.com/blog,De Rerum Natura,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://www.perceptualedge.com/blog,Visual Business Intelligence,3,0,3,6,0.0019382632667145857,0,0.0,0.0,0.0
http://www.sankey-diagrams.com,Sankey Diagrams,1,12,13,6,0.0016700608518722898,0,3.0,2.6363636363636362,22.75
http://ivory.idyll.org/blog,http://ivory.idyll.org/blog,1,0,1,22,0.0016258392368713403,0,0.0,0.0,0.0
http://mrepidemiology.com,Mr Epidemiology,1,0,1,9,0.001928331609674649,0,0.0,0.0,0.0
http://www.themonkeycage.org,The Monkey Cage,2,0,2,9,0.0020736975196900933,0,0.0,0.0,0.0
http://karpathy.ca/myblog,http://karpathy.ca/myblog,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://quantivity.wordpress.com,Quantivity,1,0,1,20,0.0018284174286464807,0,0.0,0.0,0.0
http://www.statsmakemecry.com,http://www.statsmakemecry.com,1,0,1,14,0.001750519786145347,0,0.0,0.0,0.0
http://bps-msc.blogspot.com,"BPS Mathematics, Statistics & Computing Section",1,4,5,9,0.0023994148023198745,0,6.0,3.9291666666666667,4.0
http://www.juiceanalytics.com/writing,Juice Analytics,1,0,1,6,0.0016700608518722898,0,0.0,0.0,0.0
http://mysliceofpizza.blogspot.com,my slice of pizza,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://malkarouri.wordpress.com,On Another Dimension,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://www.vizworld.com,VizWorld.com,1,0,1,10,0.0016241692815705314,0,0.0,0.0,0.0
http://oelemento.wordpress.com,http://oelemento.wordpress.com,1,0,1,22,0.0016258392368713403,0,0.0,0.0,0.0
http://bcbio.wordpress.com,http://bcbio.wordpress.com,2,0,2,18,0.0019848590399845177,0,0.0,0.0,0.0
http://www.terminally-incoherent.com/blog,http://www.terminally-incoherent.com/blog,1,0,1,16,0.0016669669703948272,0,0.0,0.0,0.0
http://www.giseliramos.com.br/blog,http://www.giseliramos.com.br/blog,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://nuit-blanche.blogspot.com,http://nuit-blanche.blogspot.com,3,0,3,15,0.002928191303532357,0,0.0,0.0,0.0
http://crossedstreams.com/wordpress,http://crossedstreams.com/wordpress,1,0,1,16,0.0016669669703948272,0,0.0,0.0,0.0
http://kbroman.wordpress.com,http://kbroman.wordpress.com,0,2,2,9,0.0016015298538583234,0,6.0,3.9662447257383966,0.0
http://www.overcomingbias.com,http://www.overcomingbias.com,1,0,1,9,0.0021502991772972685,0,0.0,0.0,0.0
http://learnandteachstatistics.wordpress.com,http://learnandteachstatistics.wordpress.com,0,3,3,14,0.0016015298538583234,0,7.0,4.4789915966386555,0.0
http://www.neoformix.com,http://www.neoformix.com,1,0,1,10,0.0016241692815705314,0,0.0,0.0,0.0
http://web.ece.rice.edu/richb,Richard Baraniuk,1,0,1,22,0.0016258392368713403,0,0.0,0.0,0.0
http://joelcadwell.blogspot.com,Engaging Market Research,0,2,2,9,0.0016015298538583234,0,1.0,1.0,0.0
http://blogs.sas.com/blognormal,The Corner Office,1,0,1,26,0.001741015366587781,0,0.0,0.0,0.0
http://terrytao.wordpress.com,What's new,9,0,9,15,0.005959001737756972,0,0.0,0.0,0.0
http://mirror2image.wordpress.com,Mirror Image,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://onertipaday.blogspot.com,One R Tip A Day,2,13,15,7,0.0019387244378011753,0,2.0,1.3157894736842106,583.0
http://dailytekk.com,DailyTekk,1,0,1,7,0.0016922848837735863,0,0.0,0.0,0.0
http://godplaysdice.blogspot.com,http://godplaysdice.blogspot.com,1,0,1,15,0.001946883886166366,0,0.0,0.0,0.0
http://romainfrancois.blog.free.fr,"Romain Francois, Professional R Enthusiast",1,2,3,7,0.00172829542204014,0,1.0,1.0,46.0
http://mybiasedcoin.blogspot.com,My Biased Coin,3,2,5,15,0.002806707829849676,0,8.0,5.63135593220339,17.916666666666668
http://brenocon.com/blog,AI and Social Science - Brendan O'Connor,1,0,1,22,0.0016258392368713403,0,0.0,0.0,0.0
http://blog.infochimps.com,http://blog.infochimps.com,1,0,1,26,0.0017127663164699975,0,0.0,0.0,0.0
http://infostructuralist.wordpress.com,The Information Structuralist,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://webmaths.wordpress.com,Webmaths,1,0,1,16,0.0016669669703948272,0,0.0,0.0,0.0
http://wmbriggs.com/blog,http://wmbriggs.com/blog,1,0,1,22,0.0016258392368713403,0,0.0,0.0,0.0
http://mrvacuumtube.blogspot.com,Mr. Vacuum Tube,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://www.andypope.info/index.htm,http://www.andypope.info/index.htm,1,0,1,6,0.0016700608518722898,0,0.0,0.0,0.0
http://thousandfold.net/cz,ChapterZero,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://www.InfoMonkeys.com,http://www.InfoMonkeys.com,1,0,1,10,0.0016241692815705314,0,0.0,0.0,0.0
http://allendowney.blogspot.com,Probably Overthinking It,2,0,2,9,0.0018932831097959735,0,0.0,0.0,0.0
http://www.data-mining-blog.com,Data Mining - Blog.com,0,1,1,23,0.0016015298538583234,5,1.0,1.0,0.0
http://gowers.wordpress.com,Gowers's Weblog,3,0,3,15,0.0027274581232622826,0,0.0,0.0,0.0
http://www.staubman.com/index.php,http://www.staubman.com/index.php,1,0,1,10,0.0016241692815705314,0,0.0,0.0,0.0
http://nuit-blanche.blogspot.it,Nuit Blanche,1,95,96,13,0.002143840400018622,0,6.0,2.26271186440678,4879.750000000001
http://statisticsforum.wordpress.com,http://statisticsforum.wordpress.com,5,0,5,9,0.0024178394400294146,0,0.0,0.0,0.0
http://rhodestales.com,http://rhodestales.com,1,0,1,9,0.0019418612160405592,0,0.0,0.0,0.0
http://timsalimans.com,Tim Salimans on Data Analysis,1,0,1,14,0.001750519786145347,0,0.0,0.0,0.0
http://geekmusfir.wordpress.com,Geekmusfir,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://guiuestc.blogspot.com,http://guiuestc.blogspot.com,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://educationandstatistics.blogspot.com,Education and Statistics,1,0,1,9,0.001928331609674649,0,0.0,0.0,0.0
http://infographicsite.com,http://infographicsite.com,1,0,1,10,0.0016241692815705314,0,0.0,0.0,0.0
http://scienceandreason.blogspot.com,Science and Reason,1,0,1,16,0.0016669669703948272,0,0.0,0.0,0.0
http://www.r-statistics.com,R-statistics blog,1,0,1,22,0.0017078367082485604,0,0.0,0.0,0.0
http://davidakenny.net,http://davidakenny.net,1,0,1,14,0.0017527882370504282,0,0.0,0.0,0.0
http://radar.oreilly.com,"O'Reilly Radar - Insight, analysis, and research about emerging technologies",1,0,1,7,0.0016922848837735863,0,0.0,0.0,0.0
http://www.infographicsshowcase.com,Infographics Showcase,1,0,1,10,0.0016241692815705314,0,0.0,0.0,0.0
http://errorstatistics.com,http://errorstatistics.com,3,0,3,9,0.0025888227032894893,0,0.0,0.0,0.0
http://www.theworldasflatland.net,http://www.theworldasflatland.net,1,0,1,10,0.0016241692815705314,0,0.0,0.0,0.0
http://ongenes.blogspot.com,Information on Genes,1,0,1,18,0.0016742661226516434,0,0.0,0.0,0.0
http://www.statsmakemecry.com/smmctheblog,Deviant Square Stats Tutorials,0,9,9,14,0.0016015298538583234,0,7.0,4.666666666666667,0.0
http://davegiles.blogspot.com,http://davegiles.blogspot.com,1,0,1,7,0.00172829542204014,0,0.0,0.0,0.0
http://www.geneticsandhealth.com,http://www.geneticsandhealth.com,1,0,1,18,0.0016644713620871804,0,0.0,0.0,0.0
http://www.visualcomplexity.com/vc,http://www.visualcomplexity.com/vc,2,0,2,6,0.0017424675381885535,0,0.0,0.0,0.0
http://rtutorialseries.blogspot.com,R Tutorial Series,1,0,1,22,0.0016258392368713403,0,0.0,0.0,0.0
http://fellinlovewithdata.com,Fell in Love with Data,1,0,1,6,0.0017679924091478266,0,0.0,0.0,0.0
http://orgtheory.wordpress.com,orgtheory.net,1,0,1,9,0.0021502991772972685,0,0.0,0.0,0.0
http://freakonometrics.blog.free.fr,http://freakonometrics.blog.free.fr,4,0,4,9,0.0026327565132222403,0,0.0,0.0,0.0
http://thelogcabin.wordpress.com,The Log Cabin,1,4,5,7,0.0018779276752729393,0,1.0,1.0,5.5
http://errorstatistics.blogspot.com,Error Statistics Philosophy,1,0,1,9,0.0017397287645656314,0,0.0,0.0,0.0
http://hashimotolaboratory.blogspot.com,Hashimoto Laboratory's Blog,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://omicsomics.blogspot.com,Omics! Omics!,4,29,33,18,0.0021473673337048427,0,2.0,1.121212121212121,108.5
http://ngs-expert.com,NGS Expert Blog,1,0,1,18,0.0017397287645656314,0,0.0,0.0,0.0
http://www.analyticbridge.com,http://www.analyticbridge.com,1,0,1,22,0.0016258392368713403,0,0.0,0.0,0.0
http://r-bloggers.com,http://r-bloggers.com,1,0,1,9,0.002022202774116174,0,0.0,0.0,0.0
http://blog.computationalcomplexity.org,Computational Complexity,2,6,8,15,0.002297614154504866,0,7.0,4.673728813559322,25.666666666666675
http://daily-scala.blogspot.com,Daily scala,1,0,1,18,0.0016644713620871804,0,0.0,0.0,0.0
http://mygenomix.wordpress.com,my GenomiX,1,0,1,18,0.0017397287645656314,0,0.0,0.0,0.0
http://communicationnation.blogspot.com,Communication Nation,1,0,1,10,0.0016241692815705314,0,0.0,0.0,0.0
http://bergmanlab.smith.man.ac.uk/?page_id=45,Bergman Lab,1,0,1,18,0.0016742661226516434,0,0.0,0.0,0.0
http://www.mii.ucla.edu/causality,Causal Analysis in Theory and Practice,1,1,2,9,0.002143840400018622,0,7.0,3.792372881355932,0.0
http://visualcomplexity.com,http://visualcomplexity.com,1,0,1,6,0.0017789772387853565,0,0.0,0.0,0.0
http://blog.data-miners.com,Data Miners Blog,1,0,1,14,0.001750519786145347,0,0.0,0.0,0.0
http://timeplots.com,http://timeplots.com,1,0,1,10,0.0016241692815705314,0,0.0,0.0,0.0
http://blog.goldenhelix.com,Our 2 SNPs...,1,0,1,22,0.0016258392368713403,0,0.0,0.0,0.0
http://lamages.blogspot.com,mages' blog,1,0,1,22,0.0016258392368713403,0,0.0,0.0,0.0
http://blogperso.univ-rennes1.fr/arthur.charpentier,Arthur Charpentier,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://messymatters.com,http://messymatters.com,2,0,2,9,0.0026168222193038103,0,0.0,0.0,0.0
http://rna-seqblog.com,RNA-Seq Blog,1,0,1,18,0.0017397287645656314,0,0.0,0.0,0.0
http://blogs.sas.com/content/iml,The DO Loop,1,0,1,7,0.0017754932701689926,0,0.0,0.0,0.0
http://tierneylab.blogs.nytimes.com,TierneyLab,1,1,2,6,0.001888767360703572,0,1.0,1.0,4.5
http://www.infogr8.com,http://www.infogr8.com,1,0,1,10,0.0016241692815705314,0,0.0,0.0,0.0
http://matlabdatamining.blogspot.com,Data Mining in MATLAB,1,0,1,14,0.0019735226960698846,0,0.0,0.0,0.0
http://bayesianbiologist.com,bayesianbiologist,1,9,10,9,0.0016258392368713403,0,6.0,3.870833333333333,2.833333333333333
http://datamining.typepad.com,http://datamining.typepad.com,2,0,2,26,0.001852251829199455,0,0.0,0.0,0.0
http://thewhyaxis.info,http://thewhyaxis.info,1,0,1,6,0.0017679924091478266,0,0.0,0.0,0.0
http://marciomarim.com/blog,Marcio Marim,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://www.walkingrandomly.com,Walking Randomly,2,24,26,16,0.0018475993030087783,0,2.0,1.04,879.8333333333333
http://infographicworld.com,Infographic World,1,0,1,10,0.0016241692815705314,0,0.0,0.0,0.0
http://mathblogging.wordpress.com,Mathblogging.org -- the Blog,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://codeandculture.wordpress.com,Code and Culture,2,1,3,9,0.0022884980880045766,0,7.0,4.919491525423729,4.5
http://secretsofconsulting.blogspot.com,Gerald Weinberg's Secrets of Writing and Consulting,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://probweb.berkeley.edu,http://probweb.berkeley.edu,1,0,1,15,0.0021108281960202898,0,0.0,0.0,0.0
http://compgen.blogspot.com,Epistasis Blog,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://www.rdatamining.com,http://www.rdatamining.com,1,0,1,22,0.0016258392368713403,0,0.0,0.0,0.0
http://www.swissinfographics.com,SwissInfographics,1,0,1,10,0.0016241692815705314,0,0.0,0.0,0.0
http://flxlexblog.wordpress.com,In between lines of code,1,0,1,18,0.0016742661226516434,0,0.0,0.0,0.0
http://blog.openhelix.eu,The OpenHelix Blog,1,0,1,18,0.0017397287645656314,0,0.0,0.0,0.0
http://blogs.mbs.edu/fishing-in-the-bay,Fishing in the Bay,2,0,2,22,0.0018075371971601464,0,0.0,0.0,0.0
http://dahuasky.wordpress.com,http://dahuasky.wordpress.com,1,0,1,22,0.0016258392368713403,0,0.0,0.0,0.0
http://ubseblz.wordpress.com,Economics and Statistics Confuse Me,1,0,1,9,0.0017550841990886655,0,0.0,0.0,0.0
http://blog.lupi-software.com,Lupi on Software,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://strangemaps.wordpress.com,http://strangemaps.wordpress.com,2,0,2,6,0.001990970134511955,0,0.0,0.0,0.0
http://www.genomesunzipped.org,Genomes Unzipped,2,0,2,18,0.0019367364518329691,0,0.0,0.0,0.0
http://bickson.blogspot.com,Large Scale Machine Learning and Other Animals,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://doingbayesiandataanalysis.blogspot.com,Doing Bayesian Data Analysis,0,0,0,4,0.0016015298538583234,6,0.0,0.0,0.0
http://www.freakonomics.com/blog,Freakonomics,2,0,2,6,0.0033067155187166564,0,0.0,0.0,0.0
http://www.maxgadney.com,maxgadney.com,1,0,1,6,0.0016700608518722898,0,0.0,0.0,0.0
http://quantombone.blogspot.com,tombone's blog,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://statswithcats.wordpress.com,Stats With Cats Blog,2,0,2,14,0.001850220275056933,0,0.0,0.0,0.0
http://faculty.chass.ncsu.edu/garson/PA765/statnote.htm,http://faculty.chass.ncsu.edu/garson/PA765/statnote.htm,1,0,1,14,0.0017527882370504282,0,0.0,0.0,0.0
http://highlyscalable.wordpress.com,Highly Scalable Blog,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://trinkersstatsstuff.wordpress.com,TRinker's Stats Blog,0,0,0,5,0.0016015298538583234,7,0.0,0.0,0.0
http://xianblog.wordpress.com,Xi'an's Og,11,8,19,9,0.0039593261510024805,0,6.0,3.3559322033898304,1018.75
http://addictedtor.free.fr/graphiques,http://addictedtor.free.fr/graphiques,1,0,1,17,0.0018737949436041122,8,0.0,0.0,0.0
http://blogs.sas.com/content/sasdummy,http://blogs.sas.com/content/sasdummy,1,0,1,7,0.0017754932701689926,0,0.0,0.0,0.0
http://darrenjw.wordpress.com,Darren Wilkinson's research blog,1,0,1,22,0.0016258392368713403,0,0.0,0.0,0.0
http://pathogenomics.bham.ac.uk/blog,http://pathogenomics.bham.ac.uk/blog,2,0,2,18,0.0017372076308805003,0,0.0,0.0,0.0
http://www.inside-r.org,http://www.inside-r.org,1,0,1,22,0.0016258392368713403,0,0.0,0.0,0.0
http://mat.gsia.cmu.edu/blog,http://mat.gsia.cmu.edu/blog,1,0,1,26,0.001741015366587781,0,0.0,0.0,0.0
http://InfographicDesign.org,Infographic Design,1,0,1,10,0.0016241692815705314,0,0.0,0.0,0.0
http://periscopic.com,http://periscopic.com,1,0,1,10,0.0016241692815705314,0,0.0,0.0,0.0
http://hackaday.com,Hack a Day,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://blog.360.yahoo.com/blog-fjmXwIAjcKjZxsEcaDFYdQ--,http://blog.360.yahoo.com/blog-fjmXwIAjcKjZxsEcaDFYdQ--,1,0,1,7,0.0017754932701689926,0,0.0,0.0,0.0
http://googlepolitics.blogspot.com,Politics & Elections Blog,1,0,1,7,0.0016922848837735863,0,0.0,0.0,0.0
http://www.cnblogs.com/jerrylead,_JerryLead,1,0,1,22,0.0016258392368713403,0,0.0,0.0,0.0
http://blogs.reuters.com/felix-salmon,Felix Salmon,1,0,1,9,0.0017527882370504282,0,0.0,0.0,0.0
http://infographiq.com,Infographiq,1,0,1,10,0.0016241692815705314,0,0.0,0.0,0.0
http://blog.gillerinvestments.com,http://blog.gillerinvestments.com,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://fungalgenomes.org/blog,The Hyphal Tip,1,0,1,18,0.0016742661226516434,0,0.0,0.0,0.0
http://blog.rguha.net,"So much to do, so little time",1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://unapologetic.wordpress.com,The Unapologetic Mathematician,1,0,1,16,0.0016669669703948272,0,0.0,0.0,0.0
http://blogs.forrester.com/market_insights,http://blogs.forrester.com/market_insights,1,0,1,26,0.0017127663164699975,0,0.0,0.0,0.0
http://media.aau.dk/CRISSP,http://media.aau.dk/CRISSP,1,0,1,13,0.0016207117282206211,0,0.0,0.0,0.0
http://www.politigenomics.com,PolITiGenomics,1,1,2,18,0.0016258392368713403,0,1.0,1.0,0.5
http://datamining.typepad.com/data_mining,http://datamining.typepad.com/data_mining,2,0,2,6,0.0018016166664975644,0,0.0,0.0,0.0
http://nuit-blanche.wordpress.com,http://nuit-blanche.wordpress.com,1,0,1,15,0.0017974868608424662,0,0.0,0.0,0.0
http://statisfaction.wordpress.com,Statisfaction,1,5,6,9,0.0016258392368713403,0,7.0,4.310924369747899,1.3333333333333333
http://seqonomics.blogspot.it,Seqonomics,1,0,1,18,0.0017397287645656314,0,0.0,0.0,0.0
http://djalil.chafai.net/blog,Libres penses d'un mathmaticien ordinaire,2,8,10,15,0.0018442636170442272,0,7.0,4.508474576271187,172.16666666666669
http://analytics4business.wordpress.com,analytics4business,1,0,1,14,0.001750519786145347,0,0.0,0.0,0.0
http://www.visualcomplexity.com/vc/blog,VC blog,1,0,1,6,0.0016700608518722898,0,0.0,0.0,0.0
http://martynplummer.wordpress.com,JAGS News,1,0,1,9,0.0017716955349494413,0,0.0,0.0,0.0
http://timelyportfolio.blogspot.com,Timely Portfolio,1,0,1,20,0.0018284174286464807,0,0.0,0.0,0.0
http://newsaesthetics.tumblr.com,News Aesthetics,1,0,1,10,0.0016241692815705314,0,0.0,0.0,0.0
http://junkcharts.typepad.com,Junk Charts,6,0,6,26,0.002616777371874556,0,0.0,0.0,0.0
http://xplane.com,http://xplane.com,1,0,1,10,0.0016241692815705314,0,0.0,0.0,0.0
http://blogs.wsj.com/numbersguy,The Numbers Guy,5,0,5,26,0.004108047248258566,0,0.0,0.0,0.0
http://www.decisionsciencenews.com,Decision Science News,3,3,6,9,0.0024512583244706908,0,1.0,1.0,24.166666666666668
